WARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5000
 * Running on http://192.168.198.92:5000
Press CTRL+C to quit
127.0.0.1 - - [18/Sep/2026 22:22:33] "GET /login HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:39] "GET /static/js/offline-store.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:39] "GET /favicon.ico HTTP/1.1" 204 -
127.0.0.1 - - [18/Sep/2026 23:48:39] "GET /static/manifest.webmanifest HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:39] "GET /api/system/status HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:39] "GET /api/system/status HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:39] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:39] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:39] "GET /service-worker.js HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:41] "GET /service-worker.js HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:50] "GET /my-learning HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:50] "GET /static/css/design-system.css HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:50] "GET /static/js/app.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:50] "GET /static/js/sandbox-engine.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:50] "GET /static/js/offline-store.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:50] "GET /api/system/status HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:50] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:50] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:50] "GET /favicon.ico HTTP/1.1" 204 -
127.0.0.1 - - [18/Sep/2026 23:48:50] "GET /static/manifest.webmanifest HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:50] "GET /api/system/status HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:52] "GET /service-worker.js HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:52] "GET /logout HTTP/1.1" 302 -
127.0.0.1 - - [18/Sep/2026 23:48:52] "GET /login HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:52] "GET /static/css/design-system.css HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:52] "GET /favicon.ico HTTP/1.1" 204 -
127.0.0.1 - - [18/Sep/2026 23:48:54] "GET /service-worker.js HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:49:08] "POST /auth/login HTTP/1.1" 401 -
127.0.0.1 - - [18/Sep/2026 23:49:09] "GET /api/v1/assignments HTTP/1.1" 401 -
127.0.0.1 - - [18/Sep/2026 23:49:09] "GET /api/v1/announcements HTTP/1.1" 401 -
127.0.0.1 - - [18/Sep/2026 23:49:14] "POST /auth/login HTTP/1.1" 401 -
127.0.0.1 - - [18/Sep/2026 23:49:19] "POST /auth/login HTTP/1.1" 401 -
127.0.0.1 - - [18/Sep/2026 23:49:34] "POST /auth/register HTTP/1.1" 201 -
127.0.0.1 - - [18/Sep/2026 23:49:34] "GET /teacher?fresh=1 HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:49:34] "GET /api/v1/teacher/dashboard HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:49:34] "GET /api/v1/teacher/classes HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:49:34] "GET /api/v1/teacher/analytics HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:49:34] "GET /api/v1/teacher/classes HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:49:34] "GET /favicon.ico HTTP/1.1" 204 -
127.0.0.1 - - [18/Sep/2026 23:49:34] "GET /api/v1/teacher/notifications HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:49:34] "GET /api/v1/teacher/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:49:34] "GET /api/v1/teacher/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:49:34] "GET /api/content/catalog HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:49:36] "GET /service-worker.js HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:49:39] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:49:39] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:49:49] "POST /api/v1/teacher/classes HTTP/1.1" 201 -
127.0.0.1 - - [18/Sep/2026 23:49:49] "GET /api/v1/teacher/dashboard HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:49:49] "GET /api/v1/teacher/classes HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:49:49] "GET /api/v1/teacher/notifications HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:49:49] "GET /api/v1/teacher/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:49:49] "GET /api/v1/teacher/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:49:54] "GET /favicon.ico HTTP/1.1" 204 -
127.0.0.1 - - [18/Sep/2026 23:49:56] "GET /favicon.ico HTTP/1.1" 204 -
127.0.0.1 - - [18/Sep/2026 23:49:58] "GET /favicon.ico HTTP/1.1" 204 -
127.0.0.1 - - [18/Sep/2026 23:49:59] "GET /teacher HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:49:59] "GET /favicon.ico HTTP/1.1" 204 -
127.0.0.1 - - [18/Sep/2026 23:49:59] "GET /api/v1/teacher/analytics HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:50:00] "GET /api/v1/teacher/classes HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:50:00] "GET /api/v1/teacher/dashboard HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:50:00] "GET /api/v1/teacher/classes HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:50:00] "GET /api/v1/teacher/notifications HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:50:00] "GET /api/v1/teacher/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:50:00] "GET /api/v1/teacher/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:50:00] "GET /api/content/catalog HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:50:00] "GET /favicon.ico HTTP/1.1" 204 -
127.0.0.1 - - [18/Sep/2026 23:50:01] "GET /service-worker.js HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:50:02] "GET /favicon.ico HTTP/1.1" 204 -
127.0.0.1 - - [18/Sep/2026 23:50:09] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:50:09] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:50:29] "GET /api/v1/teacher/dashboard HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:50:29] "GET /api/v1/teacher/classes HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:50:30] "GET /api/v1/teacher/notifications HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:50:30] "GET /api/v1/teacher/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:50:30] "GET /api/v1/teacher/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:50:39] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:50:39] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:50:59] "GET /api/v1/teacher/dashboard HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:50:59] "GET /api/v1/teacher/classes HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:50:59] "GET /api/v1/teacher/notifications HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:50:59] "GET /api/v1/teacher/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:50:59] "GET /api/v1/teacher/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:51:09] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:51:09] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:51:29] "GET /api/v1/teacher/dashboard HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:51:29] "GET /api/v1/teacher/classes HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:51:29] "GET /api/v1/teacher/notifications HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:51:29] "GET /api/v1/teacher/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:51:29] "GET /api/v1/teacher/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:51:39] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:51:39] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:51:59] "GET /api/v1/teacher/dashboard HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:51:59] "GET /api/v1/teacher/classes HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:51:59] "GET /api/v1/teacher/notifications HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:51:59] "GET /api/v1/teacher/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:52:00] "GET /api/v1/teacher/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:52:09] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:52:09] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:52:29] "GET /api/v1/teacher/dashboard HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:52:29] "GET /api/v1/teacher/classes HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:52:30] "GET /api/v1/teacher/notifications HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:52:30] "GET /api/v1/teacher/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:52:30] "GET /api/v1/teacher/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:52:46] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:52:46] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:52:59] "GET /api/v1/teacher/dashboard HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:52:59] "GET /api/v1/teacher/classes HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:52:59] "GET /api/v1/teacher/notifications HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:52:59] "GET /api/v1/teacher/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:52:59] "GET /api/v1/teacher/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:53:29] "GET /api/v1/teacher/dashboard HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:53:30] "GET /api/v1/teacher/classes HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:53:30] "GET /api/v1/teacher/notifications HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:53:30] "GET /api/v1/teacher/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:53:30] "GET /api/v1/teacher/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:53:46] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:53:47] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:53:59] "GET /api/v1/teacher/dashboard HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:53:59] "GET /api/v1/teacher/classes HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:53:59] "GET /api/v1/teacher/notifications HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:53:59] "GET /api/v1/teacher/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:54:00] "GET /api/v1/teacher/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:54:29] "GET /api/v1/teacher/dashboard HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:54:29] "GET /api/v1/teacher/classes HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:54:29] "GET /api/v1/teacher/notifications HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:54:29] "GET /api/v1/teacher/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:54:29] "GET /api/v1/teacher/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:54:46] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:54:46] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:54:59] "GET /api/v1/teacher/dashboard HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:54:59] "GET /api/v1/teacher/classes HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:54:59] "GET /api/v1/teacher/notifications HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:54:59] "GET /api/v1/teacher/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:55:00] "GET /api/v1/teacher/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:55:29] "GET /api/v1/teacher/dashboard HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:55:29] "GET /api/v1/teacher/classes HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:55:29] "GET /api/v1/teacher/notifications HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:55:29] "GET /api/v1/teacher/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:55:29] "GET /api/v1/teacher/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:55:46] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:55:46] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:55:59] "GET /api/v1/teacher/dashboard HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:55:59] "GET /api/v1/teacher/classes HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:55:59] "GET /api/v1/teacher/notifications HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:55:59] "GET /api/v1/teacher/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:55:59] "GET /api/v1/teacher/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:56:29] "GET /api/v1/teacher/dashboard HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:56:29] "GET /api/v1/teacher/classes HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:56:29] "GET /api/v1/teacher/notifications HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:56:30] "GET /api/v1/teacher/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:56:30] "GET /api/v1/teacher/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:56:46] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:56:46] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:56:59] "GET /api/v1/teacher/dashboard HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:56:59] "GET /api/v1/teacher/classes HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:57:00] "GET /api/v1/teacher/notifications HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:57:00] "GET /api/v1/teacher/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:57:00] "GET /api/v1/teacher/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:57:29] "GET /api/v1/teacher/dashboard HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:57:29] "GET /api/v1/teacher/classes HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:57:29] "GET /api/v1/teacher/notifications HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:57:29] "GET /api/v1/teacher/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:57:29] "GET /api/v1/teacher/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:57:46] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:57:46] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:57:59] "GET /api/v1/teacher/dashboard HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:57:59] "GET /api/v1/teacher/classes HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:57:59] "GET /api/v1/teacher/notifications HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:57:59] "GET /api/v1/teacher/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:57:59] "GET /api/v1/teacher/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:58:29] "GET /api/v1/teacher/dashboard HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:58:29] "GET /api/v1/teacher/classes HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:58:29] "GET /api/v1/teacher/notifications HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:58:29] "GET /api/v1/teacher/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:58:29] "GET /api/v1/teacher/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:58:46] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:58:46] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:58:59] "GET /api/v1/teacher/dashboard HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:58:59] "GET /api/v1/teacher/classes HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:58:59] "GET /api/v1/teacher/notifications HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:59:00] "GET /api/v1/teacher/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:59:00] "GET /api/v1/teacher/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:59:29] "GET /api/v1/teacher/dashboard HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:59:29] "GET /api/v1/teacher/classes HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:59:29] "GET /api/v1/teacher/notifications HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:59:29] "GET /api/v1/teacher/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:59:29] "GET /api/v1/teacher/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:59:46] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:59:46] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:59:59] "GET /api/v1/teacher/dashboard HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:59:59] "GET /api/v1/teacher/classes HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:59:59] "GET /api/v1/teacher/notifications HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:59:59] "GET /api/v1/teacher/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:59:59] "GET /api/v1/teacher/announcements HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:00:29] "GET /api/v1/teacher/dashboard HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:00:29] "GET /api/v1/teacher/classes HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:00:30] "GET /api/v1/teacher/notifications HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:00:30] "GET /api/v1/teacher/assignments HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:00:30] "GET /api/v1/teacher/announcements HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:00:46] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:00:46] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:00:59] "GET /api/v1/teacher/dashboard HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:00:59] "GET /api/v1/teacher/classes HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:00:59] "GET /api/v1/teacher/notifications HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:00:59] "GET /api/v1/teacher/assignments HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:00:59] "GET /api/v1/teacher/announcements HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:01:29] "GET /api/v1/teacher/dashboard HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:01:29] "GET /api/v1/teacher/classes HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:01:29] "GET /api/v1/teacher/notifications HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:01:29] "GET /api/v1/teacher/assignments HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:01:29] "GET /api/v1/teacher/announcements HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:01:47] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:01:47] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:01:59] "GET /api/v1/teacher/dashboard HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:01:59] "GET /api/v1/teacher/classes HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:01:59] "GET /api/v1/teacher/notifications HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:01:59] "GET /api/v1/teacher/assignments HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:01:59] "GET /api/v1/teacher/announcements HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:02:29] "GET /api/v1/teacher/dashboard HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:02:29] "GET /api/v1/teacher/classes HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:02:30] "GET /api/v1/teacher/notifications HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:02:30] "GET /api/v1/teacher/assignments HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:02:30] "GET /api/v1/teacher/announcements HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:02:46] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:02:46] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:02:59] "GET /api/v1/teacher/dashboard HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:02:59] "GET /api/v1/teacher/classes HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:02:59] "GET /api/v1/teacher/notifications HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:02:59] "GET /api/v1/teacher/assignments HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:03:00] "GET /api/v1/teacher/announcements HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:03:29] "GET /api/v1/teacher/dashboard HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:03:29] "GET /api/v1/teacher/classes HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:03:29] "GET /api/v1/teacher/notifications HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:03:29] "GET /api/v1/teacher/assignments HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:03:30] "GET /api/v1/teacher/announcements HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:03:46] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:03:46] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:03:59] "GET /api/v1/teacher/dashboard HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:04:00] "GET /api/v1/teacher/classes HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:04:00] "GET /api/v1/teacher/notifications HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:04:00] "GET /api/v1/teacher/assignments HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:04:00] "GET /api/v1/teacher/announcements HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:04:29] "GET /api/v1/teacher/dashboard HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:04:29] "GET /api/v1/teacher/classes HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:04:29] "GET /api/v1/teacher/notifications HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:04:30] "GET /api/v1/teacher/assignments HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:04:30] "GET /api/v1/teacher/announcements HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:04:46] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:04:46] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:05:00] "GET /api/v1/teacher/dashboard HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:05:00] "GET /api/v1/teacher/classes HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:05:00] "GET /api/v1/teacher/notifications HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:05:01] "GET /api/v1/teacher/assignments HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:05:01] "GET /api/v1/teacher/announcements HTTP/1.1" 200 -
127.0.0.1 - - [19/Sep/2026 00:05:30] "GET /api/v1/teacher/dashboard HTTP/1.1" 200 -
